"","tmt.tree.id","tmt.obs.id","database.code","tree.id","tmt.plot.id","plot.id","tmt.census.id","census.id","census.date","census.n","species.id","tmt.species.id","func.type","subplot.id","tree.coord.x","tree.coord.y","azimuth","dist.centre","d","pom","height","agb","ba","n.plot","g.plot","n.ha","tree.status","mode.death","mode.death.other","canopy.position","liana.infe","multistem","qc.pom.change","qc.repeat.dead","qc.backlife","qc.missing.d","species.cor","genus.cor","family.cor"
"2099","UKR.1.20012","UKR.1.20012.4","UKR",20012,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,751.992599273741,320.615915985468,NA,NA,223,130,18.9,NA,39037.265,1,39037.265,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2100","UKR.1.20012","UKR.1.20012.2","UKR",20012,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,751.992599273741,320.615915985468,NA,NA,199,130,17.5,NA,31086.785,1,31086.785,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2101","UKR.1.20012","UKR.1.20012.3","UKR",20012,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,751.992599273741,320.615915985468,NA,NA,208.5,130,18.6,NA,34125.71625,1,34125.71625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2102","UKR.1.20013","UKR.1.20013.2","UKR",20013,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,747.082643324649,322.861608341411,NA,NA,566,130,NA,NA,251479.46,1,251479.46,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2103","UKR.1.20013","UKR.1.20013.3","UKR",20013,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,747.082643324649,322.861608341411,NA,NA,596,130,NA,NA,278844.56,1,278844.56,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2104","UKR.1.20013","UKR.1.20013.4","UKR",20013,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,747.082643324649,322.861608341411,NA,NA,619.5,130,NA,NA,301267.49625,1,301267.49625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2105","UKR.1.20013","UKR.1.20013.1","UKR",20013,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,747.082643324649,322.861608341411,NA,NA,541.5,130,NA,NA,230179.46625,1,230179.46625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2106","UKR.1.20014","UKR.1.20014.1","UKR",20014,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,749.232413849161,327.618620714501,NA,NA,161.5,130,NA,NA,20474.56625,1,20474.56625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2107","UKR.1.20014","UKR.1.20014.4","UKR",20014,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,749.232413849161,327.618620714501,NA,NA,201.5,130,NA,NA,31872.76625,1,31872.76625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2108","UKR.1.20014","UKR.1.20014.3","UKR",20014,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,749.232413849161,327.618620714501,NA,NA,191.5,130,NA,NA,28787.71625,1,28787.71625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2109","UKR.1.20014","UKR.1.20014.2","UKR",20014,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,749.232413849161,327.618620714501,NA,NA,179,130,NA,NA,25152.185,1,25152.185,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2110","UKR.1.20015","UKR.1.20015.2","UKR",20015,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,754.028571569209,334.761173056063,NA,NA,346,130,NA,NA,93977.06,1,93977.06,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2111","UKR.1.20015","UKR.1.20015.1","UKR",20015,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,754.028571569209,334.761173056063,NA,NA,325.5,130,NA,NA,83170.94625,1,83170.94625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2112","UKR.1.20015","UKR.1.20015.4","UKR",20015,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,754.028571569209,334.761173056063,NA,NA,398,130,NA,NA,124347.14,1,124347.14,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2113","UKR.1.20015","UKR.1.20015.3","UKR",20015,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,754.028571569209,334.761173056063,NA,NA,375,130,NA,NA,110390.625,1,110390.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2114","UKR.1.20017","UKR.1.20017.3","UKR",20017,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,739.029654042414,318.823547114046,NA,NA,577.5,130,NA,NA,261802.40625,1,261802.40625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2115","UKR.1.20017","UKR.1.20017.1","UKR",20017,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,739.029654042414,318.823547114046,NA,NA,550,130,NA,NA,237462.5,1,237462.5,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2116","UKR.1.20017","UKR.1.20017.4","UKR",20017,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,739.029654042414,318.823547114046,NA,NA,593.5,130,NA,NA,276510.16625,1,276510.16625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2117","UKR.1.20017","UKR.1.20017.2","UKR",20017,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,739.029654042414,318.823547114046,NA,NA,564.5,130,NA,NA,250148.29625,1,250148.29625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2118","UKR.1.20018","UKR.1.20018.4","UKR",20018,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,741.390226395766,316.028474790939,NA,NA,100.5,130,NA,NA,7928.69625,1,7928.69625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2119","UKR.1.20019","UKR.1.20019.4","UKR",20019,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,736.218951151531,316.604611092114,NA,NA,905,130,NA,NA,642934.625,1,642934.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2120","UKR.1.20019","UKR.1.20019.2","UKR",20019,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,736.218951151531,316.604611092114,NA,NA,811,130,NA,NA,516310.985,1,516310.985,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2121","UKR.1.20019","UKR.1.20019.1","UKR",20019,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,736.218951151531,316.604611092114,NA,NA,757,130,NA,NA,449843.465,1,449843.465,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2122","UKR.1.20019","UKR.1.20019.3","UKR",20019,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,736.218951151531,316.604611092114,NA,NA,852,130,NA,NA,569834.64,1,569834.64,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2123","UKR.1.2002","UKR.1.2002.2","UKR",2002,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,2,867.961076147723,116.649649481978,NA,NA,536,130,NA,NA,225527.36,1,225527.36,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2124","UKR.1.2002","UKR.1.2002.3","UKR",2002,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,2,867.961076147723,116.649649481978,NA,NA,0,NA,NA,0,0,0,0,0,1,"1f",NA,NA,NA,NA,0,1,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2125","UKR.1.2002","UKR.1.2002.1","UKR",2002,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,2,867.961076147723,116.649649481978,NA,NA,520,130,NA,NA,212264,1,212264,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2126","UKR.1.20020","UKR.1.20020.4","UKR",20020,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,734.26567102542,317.719153078359,NA,NA,708.5,130,NA,NA,394048.21625,1,394048.21625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2127","UKR.1.20020","UKR.1.20020.1","UKR",20020,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,734.26567102542,317.719153078359,NA,NA,644.5,130,NA,NA,326073.49625,1,326073.49625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2128","UKR.1.20020","UKR.1.20020.3","UKR",20020,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,734.26567102542,317.719153078359,NA,NA,677.5,130,NA,NA,360319.90625,1,360319.90625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2129","UKR.1.20020","UKR.1.20020.2","UKR",20020,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,734.26567102542,317.719153078359,NA,NA,657,130,NA,NA,338844.465,1,338844.465,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2130","UKR.1.20021","UKR.1.20021.4","UKR",20021,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,724.506772525219,313.610237582613,NA,NA,517,130,NA,NA,209821.865,1,209821.865,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2131","UKR.1.20021","UKR.1.20021.1","UKR",20021,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,724.506772525219,313.610237582613,NA,NA,473.5,130,40,NA,175998.76625,1,175998.76625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2132","UKR.1.20021","UKR.1.20021.2","UKR",20021,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,724.506772525219,313.610237582613,NA,NA,497,130,42.5,NA,193902.065,1,193902.065,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2133","UKR.1.20021","UKR.1.20021.3","UKR",20021,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,724.506772525219,313.610237582613,NA,NA,503.5,130,NA,NA,199007.11625,1,199007.11625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2134","UKR.1.20022","UKR.1.20022.3","UKR",20022,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,723.563649230075,317.235659255492,NA,NA,445,130,NA,NA,155449.625,1,155449.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2135","UKR.1.20022","UKR.1.20022.4","UKR",20022,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,723.563649230075,317.235659255492,NA,NA,454,130,NA,NA,161801.06,1,161801.06,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2136","UKR.1.20022","UKR.1.20022.2","UKR",20022,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,723.563649230075,317.235659255492,NA,NA,424,130,NA,NA,141124.16,1,141124.16,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2137","UKR.1.20022","UKR.1.20022.1","UKR",20022,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,723.563649230075,317.235659255492,NA,NA,420,130,NA,NA,138474,1,138474,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2138","UKR.1.20023","UKR.1.20023.3","UKR",20023,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,723.166942983774,319.572385705395,NA,NA,508,130,NA,NA,202580.24,1,202580.24,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2139","UKR.1.20023","UKR.1.20023.4","UKR",20023,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,723.166942983774,319.572385705395,NA,NA,525.5,130,NA,NA,216777.94625,1,216777.94625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2140","UKR.1.20023","UKR.1.20023.2","UKR",20023,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,723.166942983774,319.572385705395,NA,NA,490,130,NA,NA,188478.5,1,188478.5,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2141","UKR.1.20023","UKR.1.20023.1","UKR",20023,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,723.166942983774,319.572385705395,NA,NA,459,130,NA,NA,165384.585,1,165384.585,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2142","UKR.1.20024","UKR.1.20024.3","UKR",20024,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,726.072990455781,335.836981229698,NA,NA,560,130,NA,NA,246176,1,246176,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2143","UKR.1.20024","UKR.1.20024.2","UKR",20024,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,726.072990455781,335.836981229698,NA,NA,520,130,NA,NA,212264,1,212264,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2144","UKR.1.20024","UKR.1.20024.1","UKR",20024,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,726.072990455781,335.836981229698,NA,NA,505,130,NA,NA,200194.625,1,200194.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2145","UKR.1.20024","UKR.1.20024.4","UKR",20024,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,726.072990455781,335.836981229698,NA,NA,572,130,NA,NA,256839.44,1,256839.44,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2146","UKR.1.20025","UKR.1.20025.1","UKR",20025,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,735.824749868746,333.348930786607,NA,NA,734,130,41.5,NA,422923.46,1,422923.46,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2147","UKR.1.20025","UKR.1.20025.3","UKR",20025,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,735.824749868746,333.348930786607,NA,NA,752.5,130,44.9,NA,444511.15625,1,444511.15625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2148","UKR.1.20025","UKR.1.20025.4","UKR",20025,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,735.824749868746,333.348930786607,NA,NA,766,130,42.2,NA,460603.46,1,460603.46,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2149","UKR.1.20025","UKR.1.20025.2","UKR",20025,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,735.824749868746,333.348930786607,NA,NA,745,130,43,NA,435694.625,1,435694.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2150","UKR.1.20027","UKR.1.20027.2","UKR",20027,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,724.649788325445,350.956894815668,NA,NA,704.5,130,NA,NA,389611.39625,1,389611.39625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2151","UKR.1.20027","UKR.1.20027.4","UKR",20027,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,724.649788325445,350.956894815668,NA,NA,745,130,NA,NA,435694.625,1,435694.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2152","UKR.1.20027","UKR.1.20027.1","UKR",20027,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,724.649788325445,350.956894815668,NA,NA,700,130,NA,NA,384650,1,384650,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2153","UKR.1.20027","UKR.1.20027.3","UKR",20027,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,724.649788325445,350.956894815668,NA,NA,727.5,130,NA,NA,415466.15625,1,415466.15625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2154","UKR.1.20028","UKR.1.20028.2","UKR",20028,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,728.488334299123,362.939780422894,NA,NA,125,130,NA,NA,12265.625,1,12265.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2155","UKR.1.20028","UKR.1.20028.4","UKR",20028,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,728.488334299123,362.939780422894,NA,NA,156.5,130,NA,NA,19226.41625,1,19226.41625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2156","UKR.1.20028","UKR.1.20028.1","UKR",20028,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,728.488334299123,362.939780422894,NA,NA,110,130,NA,NA,9498.5,1,9498.5,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2157","UKR.1.20028","UKR.1.20028.3","UKR",20028,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,728.488334299123,362.939780422894,NA,NA,125.5,130,NA,NA,12363.94625,1,12363.94625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2158","UKR.1.20029","UKR.1.20029.1","UKR",20029,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,724.750985371186,361.260834559578,NA,NA,647.5,130,NA,NA,329116.15625,1,329116.15625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2159","UKR.1.20029","UKR.1.20029.2","UKR",20029,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,724.750985371186,361.260834559578,NA,NA,654,130,NA,NA,335757.06,1,335757.06,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2160","UKR.1.20029","UKR.1.20029.3","UKR",20029,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,724.750985371186,361.260834559578,NA,NA,663.5,130,NA,NA,345582.31625,1,345582.31625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2161","UKR.1.20029","UKR.1.20029.4","UKR",20029,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,724.750985371186,361.260834559578,NA,NA,676.5,130,NA,NA,359257.01625,1,359257.01625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2162","UKR.1.20030","UKR.1.20030.1","UKR",20030,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,738.933189666875,361.435969815518,NA,NA,289.5,130,NA,NA,65791.04625,1,65791.04625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2163","UKR.1.20030","UKR.1.20030.3","UKR",20030,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,738.933189666875,361.435969815518,NA,NA,326,130,NA,NA,83426.66,1,83426.66,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2164","UKR.1.20030","UKR.1.20030.4","UKR",20030,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,738.933189666875,361.435969815518,NA,NA,0,NA,NA,0,0,0,0,0,1,"4",NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2165","UKR.1.20030","UKR.1.20030.2","UKR",20030,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,738.933189666875,361.435969815518,NA,NA,307,130,NA,NA,73985.465,1,73985.465,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2166","UKR.1.20031","UKR.1.20031.4","UKR",20031,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,736.260815036234,361.267524595686,NA,NA,0,NA,NA,0,0,0,0,0,1,"4",NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2167","UKR.1.20031","UKR.1.20031.2","UKR",20031,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,736.260815036234,361.267524595686,NA,NA,192,130,NA,NA,28938.24,1,28938.24,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2168","UKR.1.20031","UKR.1.20031.3","UKR",20031,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,736.260815036234,361.267524595686,NA,NA,216,130,NA,NA,36624.96,1,36624.96,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2169","UKR.1.20031","UKR.1.20031.1","UKR",20031,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,736.260815036234,361.267524595686,NA,NA,189,130,NA,NA,28040.985,1,28040.985,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2170","UKR.1.20032","UKR.1.20032.4","UKR",20032,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,734.125500248078,356.153357372262,NA,NA,179,130,NA,NA,25152.185,1,25152.185,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2171","UKR.1.20032","UKR.1.20032.1","UKR",20032,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,734.125500248078,356.153357372262,NA,NA,170,130,NA,NA,22686.5,1,22686.5,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2172","UKR.1.20032","UKR.1.20032.3","UKR",20032,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,734.125500248078,356.153357372262,NA,NA,171,130,NA,NA,22954.185,1,22954.185,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2173","UKR.1.20032","UKR.1.20032.2","UKR",20032,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,734.125500248078,356.153357372262,NA,NA,176.5,130,NA,NA,24454.51625,1,24454.51625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2174","UKR.1.20033","UKR.1.20033.4","UKR",20033,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,740.158592633223,359.239229214987,NA,NA,188.5,130,NA,NA,27892.81625,1,27892.81625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2175","UKR.1.20033","UKR.1.20033.3","UKR",20033,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,740.158592633223,359.239229214987,NA,NA,185.5,130,NA,NA,27012.04625,1,27012.04625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2176","UKR.1.20033","UKR.1.20033.2","UKR",20033,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,740.158592633223,359.239229214987,NA,NA,199,130,NA,NA,31086.785,1,31086.785,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2177","UKR.1.20033","UKR.1.20033.1","UKR",20033,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,20,740.158592633223,359.239229214987,NA,NA,185,130,NA,NA,26866.625,1,26866.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2178","UKR.1.20034","UKR.1.20034.4","UKR",20034,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,20,744.084374852524,360.193149522278,NA,NA,331,130,NA,NA,86005.385,1,86005.385,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2179","UKR.1.20034","UKR.1.20034.3","UKR",20034,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,20,744.084374852524,360.193149522278,NA,NA,327,130,NA,NA,83939.265,1,83939.265,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"2180","UKR.1.20034","UKR.1.20034.2","UKR",20034,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,20,744.084374852524,360.193149522278,NA,NA,330,130,NA,NA,85486.5,1,85486.5,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
