"","tmt.tree.id","tmt.obs.id","database.code","tree.id","tmt.plot.id","plot.id","tmt.census.id","census.id","census.date","census.n","species.id","tmt.species.id","func.type","subplot.id","tree.coord.x","tree.coord.y","azimuth","dist.centre","d","pom","height","agb","ba","n.plot","g.plot","n.ha","tree.status","mode.death","mode.death.other","canopy.position","liana.infe","multistem","qc.pom.change","qc.repeat.dead","qc.backlife","qc.missing.d","species.cor","genus.cor","family.cor","biomass","biomass.plot","biomass.ha","ba.ha"
"1218","UKR.1.33035","UKR.1.33035.1","UKR",33035,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,914.538932094189,554.137788381988,NA,NA,593.5,130,40.6039337488549,NA,276510.16625,1,276510.16625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.56435259075418,2.56435259075418,0.256435259075418,27651.016625
"1219","UKR.1.33037","UKR.1.33037.1","UKR",33037,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,908.676486119462,549.002012115032,NA,NA,822,130,44.8803914818665,NA,530411.94,1,530411.94,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",5.55011143753917,5.55011143753917,0.555011143753917,53041.194
"1220","UKR.1.33038","UKR.1.33038.1","UKR",33038,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,899.349427823215,545.430831069019,NA,NA,887,130,45,NA,617613.665,1,617613.665,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",6.64743815726915,6.64743815726915,0.664743815726915,61761.3665
"1221","UKR.1.33039","UKR.1.33039.1","UKR",33039,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,895.132910757303,545.410577635888,NA,NA,752.5,130,43.9007237571124,NA,444511.15625,1,444511.15625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",4.50145477771086,4.50145477771086,0.450145477771086,44451.115625
"1222","UKR.1.33040","UKR.1.33040.1","UKR",33040,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,892.823457618044,551.654207832318,NA,NA,389,130,32.9995395670828,NA,118786.985,1,118786.985,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.941978732009139,0.941978732009139,0.0941978732009139,11878.6985
"1223","UKR.1.33041","UKR.1.33041.1","UKR",33041,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,897.274430589786,560.080881555632,NA,NA,615.5,130,41.1676324479856,NA,297389.59625,1,297389.59625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.79544276687573,2.79544276687573,0.279544276687573,29738.959625
"1224","UKR.1.33043","UKR.1.33043.1","UKR",33043,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,885.711399947772,556.583756351258,NA,NA,414.5,130,39,NA,134871.04625,1,134871.04625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.0949902065087,1.0949902065087,0.10949902065087,13487.104625
"1225","UKR.1.33044","UKR.1.33044.1","UKR",33044,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,882.225393753416,559.362262282559,NA,NA,186.5,130,19.3155280716245,NA,27304.06625,1,27304.06625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.164883736824071,0.164883736824071,0.0164883736824071,2730.406625
"1226","UKR.1.33045","UKR.1.33045.1","UKR",33045,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,878.750791437535,557.852989485937,NA,NA,566.5,130,43.1,NA,251923.96625,1,251923.96625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.2963722447721,2.2963722447721,0.22963722447721,25192.396625
"1227","UKR.1.33046","UKR.1.33046.1","UKR",33046,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,876.490021818609,557.383335738034,NA,NA,252.5,130,24.6308492422987,NA,50048.65625,1,50048.65625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.338148453656578,0.338148453656578,0.0338148453656578,5004.865625
"1228","UKR.1.39011","UKR.1.39011.1","UKR",39011,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,39,812.459294767691,602.4020129557,NA,NA,558.5,130,44.9,NA,244858.96625,1,244858.96625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.22023894840905,2.22023894840905,0.222023894840905,24485.896625
"1229","UKR.1.33053","UKR.1.33053.1","UKR",33053,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,888.832377273645,541.3640344641,NA,NA,229.5,130,22.88108619947,NA,41346.14625,1,41346.14625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.269636087714708,0.269636087714708,0.0269636087714708,4134.614625
"1230","UKR.1.33054","UKR.1.33054.1","UKR",33054,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,892.114709139669,533.358770101397,NA,NA,238.5,130,23.5785407207121,NA,44652.56625,1,44652.56625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.295379624548906,0.295379624548906,0.0295379624548906,4465.256625
"1231","UKR.1.33055","UKR.1.33055.1","UKR",33055,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,895.530606118506,530.706277534194,NA,NA,148,130,15.7869419157321,NA,17194.64,1,17194.64,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0953079207483256,0.0953079207483256,0.00953079207483256,1719.464
"1232","UKR.1.33056","UKR.1.33056.1","UKR",33056,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,895.33234121016,529.955658252256,NA,NA,120,130,13.0204667170117,NA,11304,1,11304,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0579713794092041,0.0579713794092041,0.00579713794092041,1130.4
"1233","UKR.1.33057","UKR.1.33057.1","UKR",33057,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,887.823800253685,531.707387908384,NA,NA,882,130,45.5603961564753,NA,610670.34,1,610670.34,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",6.55895121126049,6.55895121126049,0.655895121126049,61067.034
"1234","UKR.1.33058","UKR.1.33058.1","UKR",33058,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,886.54726743324,532.989318272555,NA,NA,739.5,130,43.690931344975,NA,429285.29625,1,429285.29625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",4.31928059364347,4.31928059364347,0.431928059364347,42928.529625
"1235","UKR.1.33059","UKR.1.33059.1","UKR",33059,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,883.723083770335,523.52986102816,NA,NA,343,130,30.5359813902746,NA,92354.465,1,92354.465,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.698996197920331,0.698996197920331,0.0698996197920331,9235.4465
"1236","UKR.1.39020","UKR.1.39020.1","UKR",39020,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,39,798.376850829009,594.597879070571,NA,NA,127,130,13.7276153506605,NA,12661.265,1,12661.265,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0663107092974992,0.0663107092974992,0.00663107092974992,1266.1265
"1237","UKR.1.33061","UKR.1.33061.1","UKR",33061,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,879.438079308492,521.311250296862,NA,NA,478.5,130,36.9224090673355,NA,179735.36625,1,179735.36625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.53898612529838,1.53898612529838,0.153898612529838,17973.536625
"1238","UKR.1.33064","UKR.1.33064.1","UKR",33064,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,876.652839123161,526.91174065897,NA,NA,357,130,31.3212163017027,NA,100047.465,1,100047.465,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.768531805924247,0.768531805924247,0.0768531805924247,10004.7465
"1239","UKR.1.33069","UKR.1.33069.1","UKR",33069,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,33,872.809589497887,534.606438376323,NA,NA,109.5,130,17,NA,9412.34625,1,9412.34625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0466596722020026,0.0466596722020026,0.00466596722020026,941.234625
"1240","UKR.1.34001","UKR.1.34001.1","UKR",34001,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,870.801157978163,556.171533710628,NA,NA,501.5,130,37.7685900747642,NA,197429.26625,1,197429.26625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.72016004786319,1.72016004786319,0.172016004786319,19742.926625
"1241","UKR.1.34002","UKR.1.34002.1","UKR",34002,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,869.118907530252,550.669646168416,NA,NA,725.5,130,42.7,NA,413184.94625,1,413184.94625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",4.12794243851693,4.12794243851693,0.412794243851693,41318.494625
"1242","UKR.1.34003","UKR.1.34003.1","UKR",34003,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,863.203137463474,550.958613564035,NA,NA,597,130,40.6962969784513,NA,279781.065,1,279781.065,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.60034709678563,2.60034709678563,0.260034709678563,27978.1065
"1243","UKR.1.34004","UKR.1.34004.1","UKR",34004,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,867.795397422757,543.843988130377,NA,NA,238.5,130,21,NA,44652.56625,1,44652.56625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.295379624548906,0.295379624548906,0.0295379624548906,4465.256625
"1244","UKR.1.34005","UKR.1.34005.1","UKR",34005,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,865.686539635721,542.349690040997,NA,NA,401,130,33.5890196827865,NA,126228.785,1,126228.785,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.01232653862534,1.01232653862534,0.101232653862534,12622.8785
"1245","UKR.1.34009","UKR.1.34009.1","UKR",34009,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,864.823793580705,527.203152076764,NA,NA,914,130,45.8703102270422,NA,655785.86,1,655785.86,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",7.13716314349832,7.13716314349832,0.713716314349832,65578.586
"1246","UKR.1.34010","UKR.1.34010.1","UKR",34010,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,861.641132827033,524.609158460933,NA,NA,855,130,45.2713878498193,NA,573854.625,1,573854.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",6.09291955384535,6.09291955384535,0.609291955384535,57385.4625
"1247","UKR.1.34011","UKR.1.34011.1","UKR",34011,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,869.586862634209,508.324181889446,NA,NA,382,130,32.6458321886368,NA,114550.34,1,114550.34,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.902289660257874,0.902289660257874,0.0902289660257874,11455.034
"1248","UKR.1.34016","UKR.1.34016.1","UKR",34016,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,856.328514820924,525.721967093779,NA,NA,207.5,130,20,NA,33799.15625,1,33799.15625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.212338958494532,0.212338958494532,0.0212338958494532,3379.915625
"1249","UKR.1.34018","UKR.1.34018.1","UKR",34018,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,851.234034820873,519.97734801609,NA,NA,724,130,43.4286995446314,NA,411478.16,1,411478.16,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",4.10773877481722,4.10773877481722,0.410773877481722,41147.816
"1250","UKR.1.39048","UKR.1.39048.1","UKR",39048,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,39,783.242050377557,563.906584413017,NA,NA,872,130,48.45,NA,596901.44,1,596901.44,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",6.38403047756704,6.38403047756704,0.638403047756704,59690.144
"1251","UKR.1.34024","UKR.1.34024.1","UKR",34024,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,838.682871561266,517.079475039304,NA,NA,116,130,12.6118302140901,NA,10562.96,1,10562.96,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0534946908158841,0.0534946908158841,0.00534946908158841,1056.296
"1252","UKR.1.34025","UKR.1.34025.1","UKR",34025,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,838.682871561266,517.079475039304,NA,NA,724,130,42,NA,411478.16,1,411478.16,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",4.10773877481722,4.10773877481722,0.410773877481722,41147.816
"1253","UKR.1.34028","UKR.1.34028.1","UKR",34028,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,835.862467075922,526.11460837982,NA,NA,651,130,41.9969815349336,NA,332683.785,1,332683.785,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.19287314450056,3.19287314450056,0.319287314450056,33268.3785
"1254","UKR.1.39055","UKR.1.39055.1","UKR",39055,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,39,785.771170372684,580.792491582904,NA,NA,577,130,40.154303402126,NA,261349.265,1,261349.265,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.3985565114762,2.3985565114762,0.23985565114762,26134.9265
"1255","UKR.1.39057","UKR.1.39057.1","UKR",39057,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,39,777.863820345759,585.021837915723,NA,NA,477,130,36.8651014242473,NA,178610.265,1,178610.265,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.52757394364832,1.52757394364832,0.152757394364832,17861.0265
"1256","UKR.1.34035","UKR.1.34035.1","UKR",34035,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,842.721336970413,536.070791288791,NA,NA,252.5,130,24.6308492422987,NA,50048.65625,1,50048.65625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.338148453656578,0.338148453656578,0.0338148453656578,5004.865625
"1257","UKR.1.34038","UKR.1.34038.1","UKR",34038,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,851.371646392933,535.411130209788,NA,NA,1035,130,48.5,NA,840911.625,1,840911.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",9.5835004089784,9.5835004089784,0.95835004089784,84091.1625
"1258","UKR.1.34039","UKR.1.34039.1","UKR",34039,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,852.039564857457,537.732942185496,NA,NA,136.5,130,14.6708576921577,NA,14626.31625,1,14626.31625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0786777688842908,0.0786777688842908,0.00786777688842909,1462.631625
"1259","UKR.1.34044","UKR.1.34044.1","UKR",34044,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,864.072051128209,536.241634723436,NA,NA,105,130,11.4713754631254,NA,8654.625,1,8654.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0422413631718465,0.0422413631718465,0.00422413631718465,865.4625
"1260","UKR.1.34047","UKR.1.34047.1","UKR",34047,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,850.105538484436,543.633882240834,NA,NA,293.5,130,27.4920289554222,NA,67621.66625,1,67621.66625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.483079210211469,0.483079210211469,0.0483079210211469,6762.166625
"1261","UKR.1.34048","UKR.1.34048.1","UKR",34048,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,847.511602668183,546.557346535197,NA,NA,306.5,130,28.3333481515333,NA,73744.66625,1,73744.66625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.535351058465786,0.535351058465786,0.0535351058465786,7374.466625
"1262","UKR.1.34049","UKR.1.34049.1","UKR",34049,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,848.343043895993,548.243785920457,NA,NA,291,130,27.3266899776497,NA,66474.585,1,66474.585,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.473381511691589,0.473381511691589,0.0473381511691589,6647.4585
"1263","UKR.1.34050","UKR.1.34050.1","UKR",34050,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,847.08872759549,552.628608790809,NA,NA,793.5,130,40.1,NA,494269.16625,1,494269.16625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",5.10472707408815,5.10472707408815,0.510472707408815,49426.916625
"1264","UKR.1.34051","UKR.1.34051.1","UKR",34051,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,842.769636961215,559.632377896188,NA,NA,685,130,42.7064645974241,NA,368341.625,1,368341.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.60242245689728,3.60242245689728,0.360242245689728,36834.1625
"1265","UKR.1.34054","UKR.1.34054.1","UKR",34054,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,838.418290617194,559.456233737323,NA,NA,505.5,130,37.9096767090974,NA,200591.24625,1,200591.24625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.75286292059843,1.75286292059843,0.175286292059843,20059.124625
"1266","UKR.1.34055","UKR.1.34055.1","UKR",34055,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,834.300023007582,557.404046017425,NA,NA,590,130,40.5105293722148,NA,273258.5,1,273258.5,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.52864784649897,2.52864784649897,0.252864784649897,27325.85
"1267","UKR.1.34056","UKR.1.34056.1","UKR",34056,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,833.508284401571,559.454595770109,NA,NA,646.5,130,41.8970543333083,NA,328100.36625,1,328100.36625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.14080032982664,3.14080032982664,0.314080032982664,32810.036625
"1268","UKR.1.34057","UKR.1.34057.1","UKR",34057,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,828.828734868745,558.265888604026,NA,NA,691.5,130,42.8333533360024,NA,375365.21625,1,375365.21625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.68398560843968,3.68398560843968,0.368398560843968,37536.521625
"1269","UKR.1.34058","UKR.1.34058.1","UKR",34058,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,825.651766975469,555.911156462334,NA,NA,576,130,40.5,NA,260444.16,1,260444.16,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.38871376233016,2.38871376233016,0.238871376233016,26044.416
"1270","UKR.1.34059","UKR.1.34059.1","UKR",34059,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,829.100879559991,551.605930437241,NA,NA,749.5,130,43.8531099246816,NA,440973.94625,1,440973.94625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",4.45902816578046,4.45902816578046,0.445902816578046,44097.394625
"1271","UKR.1.34060","UKR.1.34060.1","UKR",34060,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,835.513925923742,549.90391691534,NA,NA,663,130,42.2564157781033,NA,345061.665,1,345061.665,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.33416081362869,3.33416081362869,0.333416081362869,34506.1665
"1272","UKR.1.34063","UKR.1.34063.1","UKR",34063,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,842.168625615389,545.204652358086,NA,NA,566.5,130,39.8556046214238,NA,251923.96625,1,251923.96625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.2963722447721,2.2963722447721,0.22963722447721,25192.396625
"1273","UKR.1.34064","UKR.1.34064.1","UKR",34064,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,836.093416809725,540.766929592104,NA,NA,511.5,130,38.1180330545242,NA,205381.31625,1,205381.31625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.80258620054021,1.80258620054021,0.180258620054021,20538.131625
"1274","UKR.1.34065","UKR.1.34065.1","UKR",34065,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,830.69398726034,540.955370134561,NA,NA,634.5,130,41.6233392990431,NA,316033.34625,1,316033.34625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.00435318571702,3.00435318571702,0.300435318571702,31603.334625
"1275","UKR.1.34066","UKR.1.34066.1","UKR",34066,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,829.965729357792,533.359190116444,NA,NA,392.5,130,33.1736541727462,NA,120934.15625,1,120934.15625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.962194506554959,0.962194506554959,0.0962194506554959,12093.415625
"1276","UKR.1.34067","UKR.1.34067.1","UKR",34067,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,829.015301800347,525.437376280166,NA,NA,430.5,130,34.9511250699617,NA,145484.24625,1,145484.24625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.19785247794764,1.19785247794764,0.119785247794764,14548.424625
"1277","UKR.1.34070","UKR.1.34070.1","UKR",34070,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,34,825.667908920206,522.066869775952,NA,NA,519.5,130,38.3898320477645,NA,211855.99625,1,211855.99625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.87013811595193,1.87013811595193,0.187013811595193,21185.599625
"1278","UKR.1.35001","UKR.1.35001.1","UKR",35001,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,35,820.031762893363,515.549454391366,NA,NA,110,130,12,NA,9498.5,1,9498.5,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0471663285577286,0.0471663285577286,0.00471663285577286,949.85
"1279","UKR.1.35003","UKR.1.35003.1","UKR",35003,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,35,815.290774887602,515.64377606363,NA,NA,119.5,130,12.9695670241504,NA,11209.99625,1,11209.99625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0574004013136476,0.0574004013136476,0.00574004013136476,1120.999625
"1280","UKR.1.35004","UKR.1.35004.1","UKR",35004,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,35,806.009777412545,516.581444108812,NA,NA,858,130,45.3048203295172,NA,577888.74,1,577888.74,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",6.14372173393256,6.14372173393256,0.614372173393256,57788.874
"1281","UKR.1.35005","UKR.1.35005.1","UKR",35005,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,35,802.07984849136,517.054253212594,NA,NA,649.5,130,45,NA,331152.44625,1,331152.44625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.17546052527301,3.17546052527301,0.317546052527301,33115.244625
"1282","UKR.1.35006","UKR.1.35006.1","UKR",35006,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,35,799.665225073786,518.951421184477,NA,NA,341,130,30.4211763176643,NA,91280.585,1,91280.585,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.689372735748185,0.689372735748185,0.0689372735748185,9128.0585
"1283","UKR.1.35007","UKR.1.35007.1","UKR",35007,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,35,798.212222620982,520.689345956827,NA,NA,652,130,42.0189899069956,NA,333706.64,1,333706.64,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.20451215281259,3.20451215281259,0.320451215281259,33370.664
"1284","UKR.1.35009","UKR.1.35009.1","UKR",35009,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,35,805.965237169241,523.656011142669,NA,NA,545.5,130,39.2274826338239,NA,233592.64625,1,233592.64625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.09967568282531,2.09967568282531,0.209967568282531,23359.264625
"1285","UKR.1.40030","UKR.1.40030.1","UKR",40030,"UKR.1",1,"UKR.1.1",1.1,2000,1,1,"UKR.1",NA,40,741.768852447649,581.192636463776,NA,NA,152,130,18.4,NA,18136.64,1,18136.64,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.101527801519546,0.101527801519546,0.0101527801519546,1813.664
